YEAR,AREA,BD,PROD,DEPTO
2012,Humanities,WOS,14,Boyacá
2012,Humanities,SCIELO,29,Caldas
2012,Humanities,SCOPUS,29,Caldas
2012,Humanities,WOS,14,Caldas
2012,Humanities,SCIELO,1,Caquetá
2012,Humanities,SCOPUS,1,Caquetá
2012,Humanities,SCIELO,9,Cauca
2012,Humanities,SCOPUS,29,Cauca
2012,Humanities,WOS,9,Cauca
2012,Humanities,SCOPUS,4,Cesar
2012,Humanities,SCOPUS,17,Córdoba
2012,Humanities,WOS,3,Córdoba
2012,Humanities,SCIELO,10,Cundinamarca
2012,Humanities,SCOPUS,23,Cundinamarca
2012,Humanities,WOS,12,Cundinamarca
2012,Humanities,SCIELO,1,Huila
2012,Humanities,SCOPUS,9,Huila
2012,Humanities,SCOPUS,3,Guajira
2012,Humanities,WOS,2,Guajira
2012,Humanities,SCIELO,12,Magdalena
2012,Humanities,SCOPUS,28,Magdalena
2012,Humanities,WOS,21,Magdalena
2012,Humanities,SCIELO,132,Antioquia
2012,Humanities,SCOPUS,315,Antioquia
2012,Humanities,WOS,140,Antioquia
2012,Humanities,SCIELO,1,Meta
2012,Humanities,SCOPUS,1,Meta
2012,Humanities,WOS,1,Meta
2012,Humanities,SCIELO,5,Nariño
2012,Humanities,SCOPUS,10,Nariño
2012,Humanities,WOS,3,Nariño
2012,Humanities,SCIELO,8,Norte de Santander
2012,Humanities,SCOPUS,17,Norte de Santander
2012,Humanities,WOS,6,Norte de Santander
2012,Humanities,SCIELO,7,Quindío
2012,Humanities,SCOPUS,11,Quindío
2012,Humanities,WOS,5,Quindío
2012,Humanities,SCIELO,18,Risaralda
2012,Humanities,SCOPUS,36,Risaralda
2012,Humanities,WOS,12,Risaralda
2012,Humanities,SCIELO,33,Santander
2012,Humanities,SCOPUS,52,Santander
2012,Humanities,WOS,16,Santander
2012,Humanities,SCIELO,1,Sucre
2012,Humanities,SCOPUS,1,Sucre
2012,Humanities,SCIELO,3,Tolima
2012,Humanities,SCOPUS,14,Tolima
2012,Humanities,WOS,8,Tolima
2012,Humanities,SCIELO,85,Valle del Cauca
2012,Humanities,SCOPUS,155,Valle del Cauca
2012,Humanities,WOS,77,Valle del Cauca
2012,Humanities,SCIELO,33,Atlántico
2012,Humanities,SCOPUS,83,Atlántico
2012,Humanities,WOS,32,Atlántico
2012,Medical and Health Sciences,SCIELO,670,Bogotá
2012,Medical and Health Sciences,SCOPUS,1743,Bogotá
2012,Medical and Health Sciences,WOS,1089,Bogotá
2012,Medical and Health Sciences,SCIELO,30,Bolívar
2012,Medical and Health Sciences,SCOPUS,113,Bolívar
2012,Medical and Health Sciences,WOS,54,Bolívar
2012,Medical and Health Sciences,SCIELO,29,Boyacá
2012,Medical and Health Sciences,SCOPUS,36,Boyacá
2012,Medical and Health Sciences,WOS,21,Boyacá
2012,Medical and Health Sciences,SCIELO,57,Caldas
2012,Medical and Health Sciences,SCOPUS,65,Caldas
2012,Medical and Health Sciences,WOS,33,Caldas
2012,Medical and Health Sciences,SCIELO,1,Caquetá
2012,Medical and Health Sciences,SCOPUS,1,Caquetá
2012,Medical and Health Sciences,SCIELO,10,Cauca
2012,Medical and Health Sciences,SCOPUS,27,Cauca
2012,Medical and Health Sciences,WOS,10,Cauca
2012,Medical and Health Sciences,SCIELO,11,Córdoba
2012,Medical and Health Sciences,SCOPUS,17,Córdoba
2012,Medical and Health Sciences,WOS,11,Córdoba
2012,Medical and Health Sciences,SCIELO,35,Cundinamarca
2012,Medical and Health Sciences,SCOPUS,71,Cundinamarca
2012,Medical and Health Sciences,WOS,41,Cundinamarca
2012,Medical and Health Sciences,SCOPUS,5,Chocó
2012,Medical and Health Sciences,WOS,4,Chocó
2012,Medical and Health Sciences,SCIELO,7,Huila
2012,Medical and Health Sciences,SCOPUS,16,Huila
2012,Medical and Health Sciences,WOS,14,Huila
2012,Medical and Health Sciences,SCOPUS,2,Guajira
2012,Medical and Health Sciences,WOS,1,Guajira
2012,Medical and Health Sciences,SCIELO,9,Magdalena
2012,Medical and Health Sciences,SCOPUS,24,Magdalena
2012,Medical and Health Sciences,WOS,19,Magdalena
2012,Medical and Health Sciences,SCIELO,368,Antioquia
2012,Medical and Health Sciences,SCOPUS,707,Antioquia
2012,Medical and Health Sciences,WOS,497,Antioquia
2012,Medical and Health Sciences,SCIELO,2,Meta
2012,Medical and Health Sciences,SCOPUS,6,Meta
2012,Medical and Health Sciences,WOS,6,Meta
2012,Medical and Health Sciences,SCIELO,10,Nariño
2012,Medical and Health Sciences,SCOPUS,15,Nariño
2012,Medical and Health Sciences,WOS,11,Nariño
2012,Medical and Health Sciences,SCIELO,4,Norte de Santander
2012,Medical and Health Sciences,SCOPUS,13,Norte de Santander
2012,Medical and Health Sciences,WOS,7,Norte de Santander
2012,Medical and Health Sciences,SCIELO,22,Quindío
2012,Medical and Health Sciences,SCOPUS,34,Quindío
2012,Medical and Health Sciences,WOS,20,Quindío
2012,Medical and Health Sciences,SCIELO,26,Risaralda
2012,Medical and Health Sciences,SCOPUS,42,Risaralda
2012,Medical and Health Sciences,WOS,30,Risaralda
2012,Medical and Health Sciences,SCIELO,98,Santander
2012,Medical and Health Sciences,SCOPUS,173,Santander
2012,Medical and Health Sciences,WOS,117,Santander
2012,Medical and Health Sciences,SCIELO,13,Sucre
2012,Medical and Health Sciences,SCOPUS,11,Sucre
2012,Medical and Health Sciences,WOS,7,Sucre
2012,Medical and Health Sciences,SCIELO,12,Tolima
2012,Medical and Health Sciences,SCOPUS,26,Tolima
2012,Medical and Health Sciences,WOS,14,Tolima
2012,Medical and Health Sciences,SCIELO,135,Valle del Cauca
2012,Medical and Health Sciences,SCOPUS,391,Valle del Cauca
2012,Medical and Health Sciences,WOS,275,Valle del Cauca
2012,Medical and Health Sciences,SCIELO,50,Atlántico
2012,Medical and Health Sciences,SCOPUS,118,Atlántico
2012,Medical and Health Sciences,WOS,69,Atlántico
2012,Medical and Health Sciences,SCIELO,1,Casanare
2012,Medical and Health Sciences,SCOPUS,2,Casanare
2012,Medical and Health Sciences,WOS,3,Casanare
2012,Multidisciplinary,SCIELO,825,Bogotá
2012,Multidisciplinary,SCOPUS,176,Bogotá
2012,Multidisciplinary,WOS,114,Bogotá
2012,Multidisciplinary,SCIELO,7,Bolívar
2012,Multidisciplinary,SCOPUS,3,Bolívar
2012,Multidisciplinary,WOS,2,Bolívar
2012,Multidisciplinary,SCIELO,53,Boyacá
2012,Multidisciplinary,SCOPUS,10,Boyacá
2012,Multidisciplinary,WOS,4,Boyacá
2012,Multidisciplinary,SCIELO,45,Caldas
2012,Multidisciplinary,SCOPUS,3,Caldas
2012,Multidisciplinary,WOS,3,Caldas
2012,Multidisciplinary,SCIELO,3,Caquetá
2012,Multidisciplinary,SCIELO,33,Cauca
2012,Multidisciplinary,SCOPUS,2,Cauca
2012,Multidisciplinary,WOS,2,Cauca
2012,Multidisciplinary,SCIELO,3,Cesar
2012,Multidisciplinary,SCIELO,12,Córdoba
2012,Multidisciplinary,SCOPUS,3,Córdoba
2012,Multidisciplinary,WOS,1,Córdoba
2012,Multidisciplinary,SCIELO,56,Cundinamarca
2012,Multidisciplinary,SCOPUS,7,Cundinamarca
2012,Multidisciplinary,WOS,2,Cundinamarca
2012,Multidisciplinary,SCIELO,8,Huila
2012,Multidisciplinary,SCOPUS,3,Huila
2012,Multidisciplinary,WOS,2,Huila
2012,Multidisciplinary,SCIELO,2,Guajira
2012,Multidisciplinary,SCIELO,21,Magdalena
2012,Multidisciplinary,SCOPUS,7,Magdalena
2012,Multidisciplinary,WOS,6,Magdalena
2012,Multidisciplinary,SCIELO,231,Antioquia
2012,Multidisciplinary,SCOPUS,35,Antioquia
2012,Multidisciplinary,WOS,29,Antioquia
2012,Multidisciplinary,SCIELO,10,Meta
2012,Multidisciplinary,SCOPUS,1,Meta
2012,Multidisciplinary,WOS,1,Meta
2012,Multidisciplinary,SCIELO,22,Nariño
2012,Multidisciplinary,SCIELO,18,Norte de Santander
2012,Multidisciplinary,SCOPUS,6,Norte de Santander
2012,Multidisciplinary,WOS,4,Norte de Santander
2012,Multidisciplinary,SCIELO,13,Quindío
2012,Multidisciplinary,SCOPUS,2,Quindío
2012,Multidisciplinary,WOS,2,Quindío
2012,Multidisciplinary,SCIELO,30,Risaralda
2012,Multidisciplinary,SCOPUS,1,Risaralda
2012,Multidisciplinary,WOS,1,Risaralda
2012,Multidisciplinary,SCIELO,72,Santander
2012,Multidisciplinary,SCOPUS,18,Santander
2012,Multidisciplinary,WOS,11,Santander
2012,Multidisciplinary,SCIELO,6,Sucre
2012,Multidisciplinary,SCOPUS,1,Sucre
2012,Multidisciplinary,WOS,1,Sucre
2012,Multidisciplinary,SCIELO,10,Tolima
2012,Multidisciplinary,SCOPUS,5,Tolima
2012,Multidisciplinary,WOS,3,Tolima
2012,Multidisciplinary,SCIELO,164,Valle del Cauca
2012,Multidisciplinary,SCOPUS,29,Valle del Cauca
2012,Multidisciplinary,WOS,21,Valle del Cauca
2012,Multidisciplinary,SCIELO,32,Atlántico
2012,Multidisciplinary,SCOPUS,9,Atlántico
2012,Multidisciplinary,WOS,8,Atlántico
2012,Natural Sciences,SCIELO,544,Bogotá
2012,Natural Sciences,SCOPUS,2864,Bogotá
2012,Natural Sciences,WOS,1754,Bogotá
2012,Natural Sciences,SCIELO,6,Bolívar
2012,Natural Sciences,SCOPUS,135,Bolívar
2012,Natural Sciences,WOS,63,Bolívar
2012,Natural Sciences,SCIELO,33,Boyacá
2012,Natural Sciences,SCOPUS,65,Boyacá
2012,Natural Sciences,WOS,35,Boyacá
2012,Natural Sciences,SCIELO,71,Caldas
2012,Natural Sciences,SCOPUS,111,Caldas
2012,Natural Sciences,WOS,58,Caldas
2012,Natural Sciences,SCIELO,4,Caquetá
2012,Natural Sciences,SCOPUS,10,Caquetá
2012,Natural Sciences,WOS,4,Caquetá
2012,Natural Sciences,SCIELO,19,Cauca
2012,Natural Sciences,SCOPUS,60,Cauca
2012,Natural Sciences,WOS,17,Cauca
2012,Natural Sciences,SCIELO,4,Cesar
2012,Natural Sciences,SCOPUS,6,Cesar
2012,Natural Sciences,WOS,1,Cesar
2012,Natural Sciences,SCIELO,12,Córdoba
2012,Natural Sciences,SCOPUS,59,Córdoba
2012,Natural Sciences,WOS,31,Córdoba
2012,Natural Sciences,SCIELO,47,Cundinamarca
2012,Natural Sciences,SCOPUS,98,Cundinamarca
2012,Natural Sciences,WOS,58,Cundinamarca
2012,Natural Sciences,SCIELO,1,Chocó
2012,Natural Sciences,SCOPUS,10,Chocó
2012,Natural Sciences,WOS,8,Chocó
2012,Natural Sciences,SCIELO,5,Huila
2012,Natural Sciences,SCOPUS,18,Huila
2012,Natural Sciences,WOS,13,Huila
2012,Natural Sciences,SCIELO,1,Guajira
2012,Natural Sciences,SCOPUS,3,Guajira
2012,Natural Sciences,WOS,1,Guajira
2012,Natural Sciences,SCIELO,30,Magdalena
2012,Natural Sciences,SCOPUS,68,Magdalena
2012,Natural Sciences,WOS,38,Magdalena
2012,Natural Sciences,SCIELO,194,Antioquia
2012,Natural Sciences,SCOPUS,983,Antioquia
2012,Natural Sciences,WOS,606,Antioquia
2012,Natural Sciences,SCIELO,32,Meta
2012,Natural Sciences,SCOPUS,17,Meta
2012,Natural Sciences,WOS,12,Meta
2012,Natural Sciences,SCIELO,21,Nariño
2012,Natural Sciences,SCOPUS,45,Nariño
2012,Natural Sciences,WOS,31,Nariño
2012,Natural Sciences,SCIELO,11,Norte de Santander
2012,Natural Sciences,SCOPUS,28,Norte de Santander
2012,Natural Sciences,WOS,14,Norte de Santander
2012,Natural Sciences,SCIELO,16,Quindío
2012,Natural Sciences,SCOPUS,63,Quindío
2012,Natural Sciences,WOS,30,Quindío
2012,Natural Sciences,SCIELO,9,Risaralda
2012,Natural Sciences,SCOPUS,72,Risaralda
2012,Natural Sciences,WOS,43,Risaralda
2012,Natural Sciences,SCIELO,47,Santander
2012,Natural Sciences,SCOPUS,257,Santander
2012,Natural Sciences,WOS,155,Santander
2012,Natural Sciences,SCIELO,10,Sucre
2012,Natural Sciences,SCOPUS,22,Sucre
2012,Natural Sciences,WOS,14,Sucre
2012,Natural Sciences,SCIELO,20,Tolima
2012,Natural Sciences,SCOPUS,46,Tolima
2012,Natural Sciences,WOS,29,Tolima
2012,Natural Sciences,SCIELO,95,Valle del Cauca
2012,Natural Sciences,SCOPUS,588,Valle del Cauca
2012,Natural Sciences,WOS,390,Valle del Cauca
2012,Natural Sciences,SCIELO,16,Atlántico
2012,Natural Sciences,SCOPUS,151,Atlántico
2012,Natural Sciences,WOS,85,Atlántico
2012,Natural Sciences,SCOPUS,2,Casanare
2012,Natural Sciences,WOS,1,Casanare
2012,Natural Sciences,SCOPUS,2,Putumayo
2012,Natural Sciences,WOS,1,Putumayo
2012,Social Sciences,SCIELO,650,Bogotá
2012,Social Sciences,SCOPUS,839,Bogotá
2012,Social Sciences,WOS,428,Bogotá
2012,Social Sciences,SCIELO,14,Bolívar
2012,Social Sciences,SCOPUS,22,Bolívar
2012,Social Sciences,WOS,22,Bolívar
2012,Social Sciences,SCIELO,31,Boyacá
2012,Social Sciences,SCOPUS,13,Boyacá
2012,Social Sciences,WOS,2,Boyacá
2012,Social Sciences,SCIELO,33,Caldas
2012,Social Sciences,SCOPUS,23,Caldas
2012,Social Sciences,WOS,11,Caldas
2012,Social Sciences,SCIELO,1,Caquetá
2012,Social Sciences,SCOPUS,2,Caquetá
2012,Social Sciences,WOS,1,Caquetá
2012,Social Sciences,SCIELO,8,Cauca
2012,Social Sciences,SCOPUS,10,Cauca
2012,Social Sciences,WOS,3,Cauca
2012,Social Sciences,SCIELO,5,Córdoba
2012,Social Sciences,SCOPUS,12,Córdoba
2012,Social Sciences,SCIELO,33,Cundinamarca
2012,Social Sciences,SCOPUS,30,Cundinamarca
2012,Social Sciences,WOS,18,Cundinamarca
2012,Social Sciences,SCIELO,1,Chocó
2012,Social Sciences,SCOPUS,1,Chocó
2012,Social Sciences,SCIELO,3,Huila
2012,Social Sciences,SCOPUS,3,Huila
2012,Social Sciences,WOS,2,Huila
2012,Social Sciences,SCOPUS,1,Guajira
2012,Social Sciences,SCIELO,11,Magdalena
2012,Social Sciences,SCOPUS,22,Magdalena
2012,Social Sciences,WOS,8,Magdalena
2012,Social Sciences,SCIELO,242,Antioquia
2012,Social Sciences,SCOPUS,254,Antioquia
2012,Social Sciences,WOS,140,Antioquia
2012,Social Sciences,SCIELO,1,Meta
2012,Social Sciences,SCOPUS,1,Meta
2012,Social Sciences,SCIELO,9,Nariño
2012,Social Sciences,SCOPUS,9,Nariño
2012,Social Sciences,WOS,2,Nariño
2012,Social Sciences,SCIELO,2,Norte de Santander
2012,Social Sciences,SCOPUS,3,Norte de Santander
2012,Social Sciences,SCIELO,5,Quindío
2012,Social Sciences,SCOPUS,6,Quindío
2012,Social Sciences,WOS,2,Quindío
2012,Social Sciences,SCIELO,29,Risaralda
2012,Social Sciences,SCOPUS,16,Risaralda
2012,Social Sciences,WOS,9,Risaralda
2012,Social Sciences,SCIELO,67,Santander
2012,Social Sciences,SCOPUS,40,Santander
2012,Social Sciences,WOS,21,Santander
2012,Social Sciences,SCIELO,9,Sucre
2012,Social Sciences,SCOPUS,1,Sucre
2012,Social Sciences,SCIELO,6,Tolima
2012,Social Sciences,SCOPUS,10,Tolima
2012,Social Sciences,WOS,7,Tolima
2012,Social Sciences,SCIELO,132,Valle del Cauca
2012,Social Sciences,SCOPUS,123,Valle del Cauca
2012,Social Sciences,WOS,74,Valle del Cauca
2012,Social Sciences,SCIELO,69,Atlántico
2012,Social Sciences,SCOPUS,56,Atlántico
2012,Social Sciences,WOS,27,Atlántico
2012,Social Sciences,SCOPUS,1,Putumayo
2013,Agricultural Sciences,SCIELO,204,Bogotá
2013,Agricultural Sciences,SCOPUS,615,Bogotá
2013,Agricultural Sciences,WOS,384,Bogotá
2013,Agricultural Sciences,SCIELO,1,Bolívar
2013,Agricultural Sciences,SCOPUS,30,Bolívar
2013,Agricultural Sciences,WOS,16,Bolívar
2013,Agricultural Sciences,SCIELO,18,Boyacá
2013,Agricultural Sciences,SCOPUS,21,Boyacá
2013,Agricultural Sciences,WOS,7,Boyacá
2013,Agricultural Sciences,SCIELO,28,Caldas
2013,Agricultural Sciences,SCOPUS,56,Caldas
2013,Agricultural Sciences,WOS,41,Caldas
2013,Agricultural Sciences,SCIELO,2,Caquetá
2013,Agricultural Sciences,SCOPUS,8,Caquetá
2013,Agricultural Sciences,WOS,6,Caquetá
2013,Agricultural Sciences,SCIELO,19,Cauca
2013,Agricultural Sciences,SCOPUS,8,Cauca
2013,Agricultural Sciences,WOS,4,Cauca
2013,Agricultural Sciences,SCIELO,1,Cesar
2013,Agricultural Sciences,SCOPUS,2,Cesar
2013,Agricultural Sciences,SCIELO,5,Córdoba
2013,Agricultural Sciences,SCOPUS,42,Córdoba
2013,Agricultural Sciences,WOS,20,Córdoba
2013,Agricultural Sciences,SCIELO,25,Cundinamarca
2013,Agricultural Sciences,SCOPUS,44,Cundinamarca
2013,Agricultural Sciences,WOS,29,Cundinamarca
2013,Agricultural Sciences,SCIELO,2,Chocó
2013,Agricultural Sciences,SCOPUS,3,Chocó
2013,Agricultural Sciences,WOS,1,Chocó
2013,Agricultural Sciences,SCIELO,4,Huila
2013,Agricultural Sciences,SCOPUS,4,Huila
2013,Agricultural Sciences,WOS,3,Huila
2013,Agricultural Sciences,SCOPUS,1,Guajira
2013,Agricultural Sciences,SCIELO,4,Magdalena
2013,Agricultural Sciences,SCOPUS,41,Magdalena
2013,Agricultural Sciences,WOS,23,Magdalena
2013,Agricultural Sciences,SCIELO,47,Antioquia
2013,Agricultural Sciences,SCOPUS,198,Antioquia
2013,Agricultural Sciences,WOS,116,Antioquia
2013,Agricultural Sciences,SCIELO,6,Meta
2013,Agricultural Sciences,SCOPUS,14,Meta
2013,Agricultural Sciences,WOS,7,Meta
2013,Agricultural Sciences,SCIELO,12,Nariño
2013,Agricultural Sciences,SCOPUS,28,Nariño
2013,Agricultural Sciences,WOS,20,Nariño
2013,Agricultural Sciences,SCIELO,8,Norte de Santander
2013,Agricultural Sciences,SCOPUS,19,Norte de Santander
2013,Agricultural Sciences,WOS,7,Norte de Santander
2013,Agricultural Sciences,SCIELO,3,Quindío
2013,Agricultural Sciences,SCOPUS,18,Quindío
2013,Agricultural Sciences,WOS,10,Quindío
2013,Agricultural Sciences,SCIELO,3,Risaralda
2013,Agricultural Sciences,SCOPUS,11,Risaralda
2013,Agricultural Sciences,WOS,7,Risaralda
2013,Agricultural Sciences,SCIELO,5,Santander
2013,Agricultural Sciences,SCOPUS,27,Santander
2013,Agricultural Sciences,WOS,19,Santander
2013,Agricultural Sciences,SCIELO,5,Sucre
2013,Agricultural Sciences,SCOPUS,14,Sucre
2013,Agricultural Sciences,WOS,7,Sucre
2013,Agricultural Sciences,SCIELO,7,Tolima
2013,Agricultural Sciences,SCOPUS,26,Tolima
2013,Agricultural Sciences,WOS,13,Tolima
2013,Agricultural Sciences,SCIELO,32,Valle del Cauca
2013,Agricultural Sciences,SCOPUS,171,Valle del Cauca
2013,Agricultural Sciences,WOS,120,Valle del Cauca
2013,Agricultural Sciences,SCIELO,5,Atlántico
2013,Agricultural Sciences,SCOPUS,28,Atlántico
2013,Agricultural Sciences,WOS,12,Atlántico
2013,Agricultural Sciences,SCOPUS,2,San Andrés y Providencia
2013,Agricultural Sciences,WOS,2,San Andrés y Providencia
2013,Engineering and Technology,SCIELO,457,Bogotá
2013,Engineering and Technology,SCOPUS,3117,Bogotá
2013,Engineering and Technology,WOS,1406,Bogotá
2013,Engineering and Technology,SCIELO,18,Bolívar
2013,Engineering and Technology,SCOPUS,91,Bolívar
2013,Engineering and Technology,WOS,56,Bolívar
2013,Engineering and Technology,SCIELO,24,Boyacá
2013,Engineering and Technology,SCOPUS,74,Boyacá
2013,Engineering and Technology,WOS,34,Boyacá
2013,Engineering and Technology,SCIELO,13,Caldas
2013,Engineering and Technology,SCOPUS,115,Caldas
2013,Engineering and Technology,WOS,51,Caldas
2013,Engineering and Technology,SCIELO,3,Caquetá
2013,Engineering and Technology,SCOPUS,9,Caquetá
2013,Engineering and Technology,WOS,6,Caquetá
2013,Engineering and Technology,SCIELO,16,Cauca
2013,Engineering and Technology,SCOPUS,70,Cauca
2013,Engineering and Technology,WOS,22,Cauca
2013,Engineering and Technology,SCIELO,2,Cesar
2013,Engineering and Technology,SCOPUS,17,Cesar
2013,Engineering and Technology,WOS,4,Cesar
2013,Engineering and Technology,SCIELO,13,Córdoba
2013,Engineering and Technology,SCOPUS,56,Córdoba
2013,Engineering and Technology,WOS,25,Córdoba
2013,Engineering and Technology,SCIELO,25,Cundinamarca
2013,Engineering and Technology,SCOPUS,110,Cundinamarca
2013,Engineering and Technology,WOS,50,Cundinamarca
2013,Engineering and Technology,SCOPUS,4,Chocó
2013,Engineering and Technology,WOS,1,Chocó
2013,Engineering and Technology,SCIELO,2,Huila
2013,Engineering and Technology,SCOPUS,18,Huila
2013,Engineering and Technology,WOS,12,Huila
2013,Engineering and Technology,SCIELO,4,Guajira
2013,Engineering and Technology,SCOPUS,7,Guajira
2013,Engineering and Technology,WOS,3,Guajira
2013,Engineering and Technology,SCIELO,15,Magdalena
2013,Engineering and Technology,SCOPUS,86,Magdalena
2013,Engineering and Technology,WOS,49,Magdalena
2013,Engineering and Technology,SCIELO,154,Antioquia
2013,Engineering and Technology,SCOPUS,982,Antioquia
2013,Engineering and Technology,WOS,489,Antioquia
2013,Engineering and Technology,SCIELO,1,Meta
2013,Engineering and Technology,SCOPUS,20,Meta
2013,Engineering and Technology,WOS,10,Meta
2013,Engineering and Technology,SCIELO,8,Nariño
2013,Engineering and Technology,SCOPUS,46,Nariño
2013,Engineering and Technology,WOS,30,Nariño
2013,Engineering and Technology,SCIELO,15,Norte de Santander
2013,Engineering and Technology,SCOPUS,52,Norte de Santander
2013,Engineering and Technology,WOS,24,Norte de Santander
2013,Engineering and Technology,SCIELO,12,Quindío
2013,Engineering and Technology,SCOPUS,33,Quindío
2013,Engineering and Technology,WOS,17,Quindío
2013,Engineering and Technology,SCIELO,30,Risaralda
2013,Engineering and Technology,SCOPUS,79,Risaralda
2013,Engineering and Technology,WOS,34,Risaralda
2013,Engineering and Technology,SCIELO,55,Santander
2013,Engineering and Technology,SCOPUS,241,Santander
2013,Engineering and Technology,WOS,120,Santander
2013,Engineering and Technology,SCIELO,3,Sucre
2013,Engineering and Technology,SCOPUS,21,Sucre
2013,Engineering and Technology,WOS,11,Sucre
2013,Engineering and Technology,SCIELO,9,Tolima
2013,Engineering and Technology,SCOPUS,40,Tolima
2013,Engineering and Technology,WOS,19,Tolima
2013,Engineering and Technology,SCIELO,119,Valle del Cauca
2013,Engineering and Technology,SCOPUS,602,Valle del Cauca
2013,Engineering and Technology,WOS,350,Valle del Cauca
2013,Engineering and Technology,SCIELO,18,Atlántico
2013,Engineering and Technology,SCOPUS,205,Atlántico
2013,Engineering and Technology,WOS,94,Atlántico
2013,Engineering and Technology,SCIELO,1,Casanare
2013,Engineering and Technology,SCOPUS,1,Casanare
2013,Engineering and Technology,WOS,1,Casanare
2013,Engineering and Technology,SCOPUS,2,San Andrés y Providencia
2013,Engineering and Technology,WOS,2,San Andrés y Providencia
2013,Engineering and Technology,SCOPUS,1,Amazonas
2013,Engineering and Technology,WOS,1,Amazonas
2013,Humanities,SCIELO,370,Bogotá
2013,Humanities,SCOPUS,1255,Bogotá
2013,Humanities,WOS,429,Bogotá
2013,Humanities,SCIELO,5,Bolívar
2013,Humanities,SCOPUS,33,Bolívar
2013,Humanities,WOS,13,Bolívar
2013,Humanities,SCIELO,26,Boyacá
2013,Humanities,SCOPUS,26,Boyacá
2013,Humanities,WOS,9,Boyacá
2013,Humanities,SCIELO,18,Caldas
2013,Humanities,SCOPUS,50,Caldas
2013,Humanities,WOS,7,Caldas
2013,Humanities,SCIELO,2,Caquetá
2013,Humanities,SCIELO,10,Cauca
2013,Humanities,SCOPUS,33,Cauca
2013,Humanities,WOS,9,Cauca
2013,Humanities,SCIELO,2,Cesar
2013,Humanities,SCOPUS,11,Cesar
2013,Humanities,WOS,1,Cesar
2013,Humanities,SCIELO,3,Córdoba
2013,Humanities,SCOPUS,20,Córdoba
2013,Humanities,WOS,5,Córdoba
2013,Humanities,SCIELO,14,Cundinamarca
2013,Humanities,SCOPUS,45,Cundinamarca
2013,Humanities,WOS,7,Cundinamarca
2013,Humanities,SCIELO,2,Huila
2013,Humanities,SCOPUS,5,Huila
2013,Humanities,SCOPUS,5,Guajira
2013,Humanities,WOS,2,Guajira
2013,Humanities,SCIELO,7,Magdalena
2013,Humanities,SCOPUS,25,Magdalena
2013,Humanities,WOS,8,Magdalena
2013,Humanities,SCIELO,108,Antioquia
2013,Humanities,SCOPUS,402,Antioquia
2013,Humanities,WOS,129,Antioquia
2013,Humanities,SCIELO,2,Meta
2013,Humanities,SCOPUS,1,Meta
2013,Humanities,SCIELO,16,Nariño
2013,Humanities,SCOPUS,5,Nariño
2013,Humanities,WOS,1,Nariño
2013,Humanities,SCIELO,6,Norte de Santander
2013,Humanities,SCOPUS,22,Norte de Santander
2013,Humanities,WOS,11,Norte de Santander
2013,Humanities,SCIELO,8,Quindío
2013,Humanities,SCOPUS,6,Quindío
2013,Humanities,WOS,3,Quindío
2013,Humanities,SCIELO,16,Risaralda
2013,Humanities,SCOPUS,41,Risaralda
2013,Humanities,WOS,18,Risaralda
2013,Humanities,SCIELO,29,Santander
2013,Humanities,SCOPUS,84,Santander
2013,Humanities,WOS,28,Santander
2013,Humanities,SCIELO,1,Sucre
2013,Humanities,SCOPUS,3,Sucre
2013,Humanities,WOS,1,Sucre
2013,Humanities,SCIELO,8,Tolima
2013,Humanities,SCOPUS,12,Tolima
2013,Humanities,WOS,5,Tolima
2013,Humanities,SCIELO,78,Valle del Cauca
2013,Humanities,SCOPUS,213,Valle del Cauca
2013,Humanities,WOS,92,Valle del Cauca
2013,Humanities,SCIELO,31,Atlántico
2013,Humanities,SCOPUS,101,Atlántico
2013,Humanities,WOS,35,Atlántico
2013,Humanities,SCOPUS,1,San Andrés y Providencia
2013,Humanities,WOS,1,San Andrés y Providencia
2013,Medical and Health Sciences,SCIELO,591,Bogotá
2013,Medical and Health Sciences,SCOPUS,2059,Bogotá
2013,Medical and Health Sciences,WOS,1297,Bogotá
2013,Medical and Health Sciences,SCIELO,22,Bolívar
2013,Medical and Health Sciences,SCOPUS,127,Bolívar
2013,Medical and Health Sciences,WOS,85,Bolívar
2013,Medical and Health Sciences,SCIELO,23,Boyacá
2013,Medical and Health Sciences,SCOPUS,34,Boyacá
2013,Medical and Health Sciences,WOS,14,Boyacá
2013,Medical and Health Sciences,SCIELO,42,Caldas
2013,Medical and Health Sciences,SCOPUS,86,Caldas
2013,Medical and Health Sciences,WOS,45,Caldas
2013,Medical and Health Sciences,SCIELO,2,Caquetá
2013,Medical and Health Sciences,SCOPUS,3,Caquetá
2013,Medical and Health Sciences,WOS,2,Caquetá
2013,Medical and Health Sciences,SCIELO,8,Cauca
2013,Medical and Health Sciences,SCOPUS,37,Cauca
2013,Medical and Health Sciences,WOS,16,Cauca
2013,Medical and Health Sciences,SCIELO,4,Cesar
2013,Medical and Health Sciences,SCOPUS,3,Cesar
2013,Medical and Health Sciences,WOS,2,Cesar
2013,Medical and Health Sciences,SCIELO,13,Córdoba
2013,Medical and Health Sciences,SCOPUS,22,Córdoba
2013,Medical and Health Sciences,WOS,8,Córdoba
2013,Medical and Health Sciences,SCIELO,38,Cundinamarca
2013,Medical and Health Sciences,SCOPUS,109,Cundinamarca
